ËõĞ´	Ó¢ÎÄ	ÖĞÎÄ	Àà±ğ
TRK	trunk	×ÜÏß£¬Ä¸Ïß£¬¸ÉÏß	null
null	Trouble	¹ÊÕÏ	null
null	Trumpet	Ğ¡ºÅ	null
TRS	time reference system	Ê±¼ä»ù×¼ÏµÍ³	null
TST	test	²âÊÔ	null
TTY	teleltypewriter	Ò£¿Ø´òÓ¡»ú£¬µç´«»ú	null
null	Tube	µç×Ó¹Ü£¬Õæ¿Õ¹Ü	null
null	Tune	µ÷Ğ³£¬ºÍĞ³£¬µ÷Òô	null
null	Tuner	µ÷Ğ³Æ÷	null
null	Tunetable	£¨³ªÅÌµÄ£©×ªÅÌ	null
null	Tunnel reverb	ËíµÀ»ìÏìĞ§¹û	null
null	Tupe	´¦ÀíÄ£Ê½	null
null	Turbo distortion	ÎĞÂÖÊ§ÕæĞ§¹û	null
null	Turntable	µç³ªÅÌ£¬×ªÌ¨	null
TV	television	µçÊÓ	null
null	Tweeter	¸ßÒôÑïÉùÆ÷	null
